date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:51:22	128371/128371	---MCZ	200	added ('OK')	text/html	etag:W/%22a447cf23b8f3e52039677755a1574fcc%22	https://www.colsubsidio.com/vivienda/post-venta	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/vivienda/post-venta.html	(from https://www.colsubsidio.com/)
09:51:23	119446/119446	---MCZ	200	added ('OK')	text/html	etag:W/%22e079bfc0480d53ab16355bbf1436d414%22	https://www.colsubsidio.com/vivienda	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/vivienda.html	(from https://www.colsubsidio.com/)
09:51:23	100363/100363	---MCZ	200	added ('OK')	text/html	etag:W/%2257f564b7a44cbc0bd0d7b8ece5dd9274%22	https://www.colsubsidio.com/tu-salud/medicamentos	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/tu-salud/medicamentos.html	(from https://www.colsubsidio.com/)
09:51:24	80715/80715	---MCZ	200	added ('OK')	text/html	etag:W/%222c78a1f87dae628486565b64b86b9cde%22	https://www.colsubsidio.com/aprende/primera-infancia	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/primera-infancia.html	(from https://www.colsubsidio.com/)
09:51:24	104629/104629	---MCZ	200	added ('OK')	text/html	etag:W/%2272f9e7b618e5cb5dfd09bede073bc487%22	https://www.colsubsidio.com/aprende/educacion	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/educacion.html	(from https://www.colsubsidio.com/)
09:51:25	90420/90420	---MCZ	200	added ('OK')	text/html	etag:W/%2232d229717a136381a1d5ddab5209ec5b%22	https://www.colsubsidio.com/aprende/educacion-superior	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/educacion-superior.html	(from https://www.colsubsidio.com/)
09:51:25	87615/87615	---MCZ	200	added ('OK')	text/html	etag:W/%22cbf04da464ec691c35795820b4d50667%22	https://www.colsubsidio.com/aprende/educacion-continua	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/educacion-continua.html	(from https://www.colsubsidio.com/)
09:51:25	98156/98156	---MCZ	200	added ('OK')	text/html	etag:W/%22fc88ea62e1866f354639311177b0fd0f%22	https://www.colsubsidio.com/aprende/escuelas-artisticas	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/escuelas-artisticas.html	(from https://www.colsubsidio.com/)
09:51:26	97652/97652	---MCZ	200	added ('OK')	text/html	etag:W/%22482431122805eaa4dc67ad6e237c1621%22	https://www.colsubsidio.com/aprende/convenios	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/convenios.html	(from https://www.colsubsidio.com/)
09:51:27	113168/113168	---MCZ	200	added ('OK')	text/html	etag:W/%22daeaba2bb31ef4d3fa407d171ef640d1%22	https://www.colsubsidio.com/aprende/bibliotecas	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende/bibliotecas.html	(from https://www.colsubsidio.com/)
09:51:27	126228/126228	---MCZ	200	added ('OK')	text/html	etag:W/%22e4cdd3153ef92ee81c1d9a67f3ddd089%22	https://www.colsubsidio.com/aprende	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/aprende.html	(from https://www.colsubsidio.com/)
09:51:28	89330/89330	---MCZ	200	added ('OK')	text/html	etag:W/%22ec8fdcac4dc56372fedce3a5628ecadb%22	https://www.colsubsidio.com/desconectate/ayb	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate/ayb.html	(from https://www.colsubsidio.com/)
09:51:28	95305/95305	---MCZ	200	added ('OK')	text/html	etag:W/%222c7430bc3c8174d478fe98c02afa6c4a%22	https://www.colsubsidio.com/desconectate/deportes	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate/deportes.html	(from https://www.colsubsidio.com/)
09:51:28	82707/82707	---MCZ	200	added ('OK')	text/html	etag:W/%223188264331f46906f79b3d30411f54af%22	https://www.colsubsidio.com/desconectate/cultura	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate/cultura.html	(from https://www.colsubsidio.com/)
09:51:28	102805/102805	---MCZ	200	added ('OK')	text/html	etag:W/%2287364cfeef3d838c817ecbae3d79f626%22	https://www.colsubsidio.com/desconectate/esparcimiento	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate/esparcimiento.html	(from https://www.colsubsidio.com/)
09:51:29	104179/104179	---MCZ	200	added ('OK')	text/html	etag:W/%22bca9d992c8915421fd27c65cd979b526%22	https://www.colsubsidio.com/desconectate/turismo	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate/turismo.html	(from https://www.colsubsidio.com/)
09:51:29	127731/127731	---MCZ	200	added ('OK')	text/html	etag:W/%22f8170526352d9a73f860b7b7e0fc2915%22	https://www.colsubsidio.com/desconectate	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/desconectate.html	(from https://www.colsubsidio.com/)
09:51:29	102079/102079	---MCZ	200	added ('OK')	text/html	etag:W/%229f847109c275e5d9adce4e07b2a8547d%22	https://www.colsubsidio.com/empresas/afiliacion/proceso	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/afiliacion/proceso.html	(from https://www.colsubsidio.com/)
09:51:29	85943/85943	---MCZ	200	added ('OK')	text/html	etag:W/%22eb3ba8f3f992e1122fb13b1c1642c5df%22	https://www.colsubsidio.com/empresas/afiliacion/gestion	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/afiliacion/gestion.html	(from https://www.colsubsidio.com/)
09:51:30	99676/99676	---MCZ	200	added ('OK')	text/html	etag:W/%221930a4173b09b5861b66a7dea0811016%22	https://www.colsubsidio.com/empresas/afiliacion	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/afiliacion.html	(from https://www.colsubsidio.com/)
09:51:30	241029/241029	---MCZ	200	added ('OK')	text/html	etag:W/%22a5954b85e17b635eb0373666965c20c4%22	https://www.colsubsidio.com/empresas/productividad/coworking	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad/coworking.html	(from https://www.colsubsidio.com/)
09:51:30	166072/166072	---MCZ	200	added ('OK')	text/html	etag:W/%2250ffd72d0678c1ab6e5965e8d2b602ca%22	https://www.colsubsidio.com/empresas/productividad/cedet	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad/cedet.html	(from https://www.colsubsidio.com/)
09:51:31	102327/102327	---MCZ	200	added ('OK')	text/html	etag:W/%220b5e775a9ddea139a9fd3204e3a19000%22	https://www.colsubsidio.com/empresas/productividad/el-cubo	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad/el-cubo.html	(from https://www.colsubsidio.com/)
09:51:31	173884/173884	---MCZ	200	added ('OK')	text/html	etag:W/%22baa4b41829608ee0f38c58fdb625d6a1%22	https://www.colsubsidio.com/empresas/productividad/concepta	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad/concepta.html	(from https://www.colsubsidio.com/)
09:51:32	148736/148736	---MCZ	200	added ('OK')	text/html	etag:W/%2202062882e8ad1d1d89507ab720055582%22	https://www.colsubsidio.com/empresas/productividad/desarrollo	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad/desarrollo.html	(from https://www.colsubsidio.com/)
09:51:32	241095/241095	---MCZ	200	added ('OK')	text/html	etag:W/%22a73774f2ef5514fdbb30a921f7905104%22	https://www.colsubsidio.com/empresas/productividad	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/productividad.html	(from https://www.colsubsidio.com/)
09:51:32	171951/171951	---MCZ	200	added ('OK')	text/html	etag:W/%22a47758a386d92c020c4887146892c277%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/salud	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/salud.html	(from https://www.colsubsidio.com/)
09:51:33	105634/105634	---MCZ	200	added ('OK')	text/html	etag:W/%22ffb2cdb763fc4c496559e6d7eef4a5d7%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/deportes	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/deportes.html	(from https://www.colsubsidio.com/)
09:51:33	104077/104077	---MCZ	200	added ('OK')	text/html	etag:W/%2221e68533f7be4b92defea7b66704ea3f%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/balance	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/balance.html	(from https://www.colsubsidio.com/)
09:51:34	86171/86171	---MCZ	200	added ('OK')	text/html	etag:W/%227895a83407f7f7987aefdb16034b529c%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/bienestar	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/bienestar.html	(from https://www.colsubsidio.com/)
09:51:35	108019/108019	---MCZ	200	added ('OK')	text/html	etag:W/%22059f3de5cb25caee7dbb6caf15a949b7%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/familia	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/familia.html	(from https://www.colsubsidio.com/)
09:51:36	92959/92959	---MCZ	200	added ('OK')	text/html	etag:W/%2287090f20cbd92d8ce0b4bb85a2c9ff86%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/formacion	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/formacion.html	(from https://www.colsubsidio.com/)
09:51:37	85001/85001	---MCZ	200	added ('OK')	text/html	etag:W/%22fbbd0cebf919e97088183d44a4d078df%22	https://www.colsubsidio.com/empresas/cuida-tu-equipo/gestion	C:/Users/huertasjs/Documents/HTTrackPortable/httrack/colsubsidio/colsubsidio/www.colsubsidio.com/empresas/cuida-tu-equipo/gestion.html	(from https://www.colsubsidio.com/)
